Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
31293,00;650,43;240,34;166,09;1,45;0,72;31620,00;199,61;0,76;0,99;0,93;0,83;0,01;0,00;0,69;1,00;DERMASON
31298,00;660,25;250,91;159,18;1,58;0,77;31640,00;199,62;0,70;0,99;0,90;0,80;0,01;0,00;0,63;1,00;DERMASON
31301,00;660,80;255,29;156,58;1,63;0,79;31659,00;199,63;0,78;0,99;0,90;0,78;0,01;0,00;0,61;1,00;DERMASON
31303,00;658,66;244,62;163,17;1,50;0,75;31631,00;199,64;0,77;0,99;0,91;0,82;0,01;0,00;0,67;1,00;DERMASON
31306,00;672,25;254,18;158,68;1,60;0,78;31883,00;199,65;0,65;0,98;0,87;0,79;0,01;0,00;0,62;0,99;DERMASON
31309,00;654,68;246,58;162,17;1,52;0,75;31621,00;199,66;0,82;0,99;0,92;0,81;0,01;0,00;0,66;1,00;DERMASON
31312,00;659,68;253,28;158,04;1,60;0,78;31593,00;199,67;0,80;0,99;0,90;0,79;0,01;0,00;0,62;1,00;DERMASON
31321,00;656,64;246,88;161,85;1,53;0,76;31617,00;199,70;0,80;0,99;0,91;0,81;0,01;0,00;0,65;1,00;DERMASON
31330,00;647,23;236,20;169,29;1,40;0,70;31623,00;199,73;0,80;0,99;0,94;0,85;0,01;0,00;0,72;1,00;DERMASON
31332,00;652,04;232,49;172,15;1,35;0,67;31758,00;199,73;0,76;0,99;0,93;0,86;0,01;0,00;0,74;1,00;DERMASON
31335,00;675,75;249,15;160,86;1,55;0,76;31862,00;199,74;0,71;0,98;0,86;0,80;0,01;0,00;0,64;1,00;DERMASON
31337,00;649,04;238,28;167,72;1,42;0,71;31648,00;199,75;0,80;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31339,00;654,64;245,79;163,07;1,51;0,75;31665,00;199,75;0,81;0,99;0,92;0,81;0,01;0,00;0,66;1,00;DERMASON
31344,00;664,55;247,44;162,14;1,53;0,76;31725,00;199,77;0,73;0,99;0,89;0,81;0,01;0,00;0,65;0,99;DERMASON
31345,00;659,40;238,18;168,26;1,42;0,71;31720,00;199,77;0,81;0,99;0,91;0,84;0,01;0,00;0,70;1,00;DERMASON
31346,00;662,55;252,36;158,75;1,59;0,78;31724,00;199,78;0,79;0,99;0,90;0,79;0,01;0,00;0,63;1,00;DERMASON
31350,00;647,43;232,28;172,46;1,35;0,67;31677,00;199,79;0,75;0,99;0,94;0,86;0,01;0,00;0,74;1,00;DERMASON
31351,00;665,60;259,95;154,17;1,69;0,81;31734,00;199,79;0,71;0,99;0,89;0,77;0,01;0,00;0,59;1,00;DERMASON
31353,00;666,60;260,79;153,50;1,70;0,81;31725,00;199,80;0,75;0,99;0,89;0,77;0,01;0,00;0,59;1,00;DERMASON
31354,00;650,58;237,18;168,80;1,41;0,70;31681,00;199,80;0,78;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31361,00;666,11;244,46;163,72;1,49;0,74;31744,00;199,83;0,74;0,99;0,89;0,82;0,01;0,00;0,67;1,00;DERMASON
31365,00;650,73;237,17;168,62;1,41;0,70;31670,00;199,84;0,74;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31367,00;652,21;237,53;168,80;1,41;0,70;31752,00;199,84;0,75;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31376,00;650,95;234,13;171,10;1,37;0,68;31698,00;199,87;0,78;0,99;0,93;0,85;0,01;0,00;0,73;1,00;DERMASON
31379,00;654,02;238,61;167,58;1,42;0,71;31782,00;199,88;0,73;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31385,00;653,85;238,71;167,71;1,42;0,71;31704,00;199,90;0,79;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31386,00;662,70;253,53;158,04;1,60;0,78;31698,00;199,90;0,71;0,99;0,90;0,79;0,01;0,00;0,62;1,00;DERMASON
31387,00;658,07;239,84;167,34;1,43;0,72;31772,00;199,91;0,80;0,99;0,91;0,83;0,01;0,00;0,69;1,00;DERMASON
31390,00;653,79;237,54;169,07;1,40;0,70;31812,00;199,92;0,71;0,99;0,92;0,84;0,01;0,00;0,71;1,00;DERMASON
31397,00;641,39;232,95;171,92;1,35;0,67;31668,00;199,94;0,80;0,99;0,96;0,86;0,01;0,00;0,74;1,00;DERMASON
31398,00;662,47;248,14;161,76;1,53;0,76;31802,00;199,94;0,69;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31404,00;661,66;251,60;159,63;1,58;0,77;31809,00;199,96;0,76;0,99;0,90;0,79;0,01;0,00;0,63;1,00;DERMASON
31408,00;662,89;246,56;163,00;1,51;0,75;31842,00;199,97;0,69;0,99;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31408,00;648,69;235,23;170,72;1,38;0,69;31740,00;199,97;0,81;0,99;0,94;0,85;0,01;0,00;0,72;1,00;DERMASON
31410,00;665,92;253,16;158,19;1,60;0,78;31904,00;199,98;0,73;0,98;0,89;0,79;0,01;0,00;0,62;1,00;DERMASON
31412,00;655,39;247,20;162,15;1,52;0,75;31771,00;199,99;0,80;0,99;0,92;0,81;0,01;0,00;0,65;1,00;DERMASON
31413,00;653,14;235,28;170,34;1,38;0,69;31786,00;199,99;0,73;0,99;0,93;0,85;0,01;0,00;0,72;1,00;DERMASON
31414,00;658,23;241,10;166,14;1,45;0,72;31861,00;199,99;0,77;0,99;0,91;0,83;0,01;0,00;0,69;1,00;DERMASON
31421,00;651,56;239,07;168,05;1,42;0,71;31768,00;200,02;0,77;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31422,00;652,17;236,37;169,52;1,39;0,70;31770,00;200,02;0,75;0,99;0,93;0,85;0,01;0,00;0,72;1,00;DERMASON
31423,00;649,77;238,37;168,34;1,42;0,71;31749,00;200,02;0,78;0,99;0,94;0,84;0,01;0,00;0,70;1,00;DERMASON
31424,00;663,87;241,98;166,12;1,46;0,73;31874,00;200,03;0,71;0,99;0,90;0,83;0,01;0,00;0,68;1,00;DERMASON
31426,00;651,03;241,52;166,17;1,45;0,73;31760,00;200,03;0,73;0,99;0,93;0,83;0,01;0,00;0,69;1,00;DERMASON
31431,00;655,81;238,70;168,27;1,42;0,71;31787,00;200,05;0,78;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31453,00;655,60;242,76;165,71;1,46;0,73;31880,00;200,12;0,81;0,99;0,92;0,82;0,01;0,00;0,68;1,00;DERMASON
31455,00;660,54;255,07;157,53;1,62;0,79;31771,00;200,12;0,80;0,99;0,91;0,78;0,01;0,00;0,62;1,00;DERMASON
31459,00;663,69;246,80;162,54;1,52;0,75;31842,00;200,14;0,73;0,99;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31460,00;652,54;243,29;165,14;1,47;0,73;31777,00;200,14;0,77;0,99;0,93;0,82;0,01;0,00;0,68;1,00;DERMASON
31464,00;666,04;240,99;166,73;1,45;0,72;31930,00;200,15;0,74;0,99;0,89;0,83;0,01;0,00;0,69;1,00;DERMASON
31470,00;665,72;251,87;159,94;1,57;0,77;31874,00;200,17;0,80;0,99;0,89;0,79;0,01;0,00;0,63;0,99;DERMASON
31471,00;651,09;244,28;164,38;1,49;0,74;31814,00;200,18;0,73;0,99;0,93;0,82;0,01;0,00;0,67;1,00;DERMASON
31472,00;685,06;252,00;159,33;1,58;0,77;31945,00;200,18;0,70;0,99;0,84;0,79;0,01;0,00;0,63;1,00;DERMASON
31472,00;669,92;240,30;167,12;1,44;0,72;31932,00;200,18;0,78;0,99;0,88;0,83;0,01;0,00;0,69;1,00;DERMASON
31473,00;670,48;252,56;158,90;1,59;0,78;31792,00;200,18;0,76;0,99;0,88;0,79;0,01;0,00;0,63;1,00;DERMASON
31475,00;658,09;236,20;169,92;1,39;0,69;31904,00;200,19;0,79;0,99;0,91;0,85;0,01;0,00;0,72;1,00;DERMASON
31479,00;670,54;255,18;157,82;1,62;0,79;31964,00;200,20;0,78;0,98;0,88;0,78;0,01;0,00;0,62;1,00;DERMASON
31488,00;658,19;242,20;165,99;1,46;0,73;31850,00;200,23;0,79;0,99;0,91;0,83;0,01;0,00;0,68;1,00;DERMASON
31493,00;661,65;246,48;163,08;1,51;0,75;31981,00;200,25;0,71;0,98;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31494,00;650,26;236,29;170,01;1,39;0,69;31769,00;200,25;0,73;0,99;0,94;0,85;0,01;0,00;0,72;1,00;DERMASON
31495,00;651,74;239,45;167,83;1,43;0,71;31849,00;200,25;0,71;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31497,00;664,10;237,13;169,49;1,40;0,70;31860,00;200,26;0,73;0,99;0,90;0,84;0,01;0,00;0,71;1,00;DERMASON
31498,00;677,26;257,50;156,24;1,65;0,79;31982,00;200,26;0,69;0,98;0,86;0,78;0,01;0,00;0,60;1,00;DERMASON
31499,00;660,82;251,84;159,76;1,58;0,77;31898,00;200,26;0,73;0,99;0,91;0,80;0,01;0,00;0,63;1,00;DERMASON
31505,00;656,19;233,16;172,41;1,35;0,67;31932,00;200,28;0,74;0,99;0,92;0,86;0,01;0,00;0,74;1,00;DERMASON
31507,00;644,76;232,28;173,14;1,34;0,67;31766,00;200,29;0,82;0,99;0,95;0,86;0,01;0,00;0,74;1,00;DERMASON
31511,00;652,33;243,98;164,68;1,48;0,74;31768,00;200,30;0,80;0,99;0,93;0,82;0,01;0,00;0,67;1,00;DERMASON
31512,00;673,38;255,41;158,14;1,62;0,79;31977,00;200,31;0,80;0,99;0,87;0,78;0,01;0,00;0,62;0,99;DERMASON
31516,00;657,54;242,24;166,10;1,46;0,73;31883,00;200,32;0,80;0,99;0,92;0,83;0,01;0,00;0,68;1,00;DERMASON
31518,00;660,29;240,21;167,57;1,43;0,72;31977,00;200,32;0,80;0,99;0,91;0,83;0,01;0,00;0,70;1,00;DERMASON
31518,00;650,72;236,49;170,15;1,39;0,69;31829,00;200,32;0,78;0,99;0,94;0,85;0,01;0,00;0,72;1,00;DERMASON
31520,00;657,54;239,07;168,41;1,42;0,71;31870,00;200,33;0,82;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31521,00;674,54;252,27;159,61;1,58;0,77;31958,00;200,33;0,80;0,99;0,87;0,79;0,01;0,00;0,63;1,00;DERMASON
31521,00;661,00;238,55;168,74;1,41;0,71;31863,00;200,33;0,71;0,99;0,91;0,84;0,01;0,00;0,71;1,00;DERMASON
31525,00;651,28;230,17;174,84;1,32;0,65;31832,00;200,35;0,73;0,99;0,93;0,87;0,01;0,00;0,76;1,00;DERMASON
31534,00;653,78;234,69;171,45;1,37;0,68;31906,00;200,38;0,81;0,99;0,93;0,85;0,01;0,00;0,73;1,00;DERMASON
31534,00;655,09;241,47;166,60;1,45;0,72;31893,00;200,38;0,73;0,99;0,92;0,83;0,01;0,00;0,69;1,00;DERMASON
31534,00;671,57;236,72;169,93;1,39;0,70;31979,00;200,38;0,80;0,99;0,88;0,85;0,01;0,00;0,72;1,00;DERMASON
31536,00;667,29;258,67;155,65;1,66;0,80;31826,00;200,38;0,69;0,99;0,89;0,77;0,01;0,00;0,60;1,00;DERMASON
31539,00;658,95;239,03;169,29;1,41;0,71;31958,00;200,39;0,81;0,99;0,91;0,84;0,01;0,00;0,70;0,99;DERMASON
31541,00;664,52;248,49;161,99;1,53;0,76;31914,00;200,40;0,81;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31543,00;657,10;249,88;161,16;1,55;0,76;31863,00;200,40;0,70;0,99;0,92;0,80;0,01;0,00;0,64;1,00;DERMASON
31558,00;656,45;242,95;166,99;1,45;0,73;32083,00;200,45;0,80;0,98;0,92;0,83;0,01;0,00;0,68;0,99;DERMASON
31558,00;667,51;253,61;159,11;1,59;0,78;31927,00;200,45;0,79;0,99;0,89;0,79;0,01;0,00;0,62;1,00;DERMASON
31561,00;651,03;234,70;171,76;1,37;0,68;31856,00;200,46;0,81;0,99;0,94;0,85;0,01;0,00;0,73;1,00;DERMASON
31561,00;670,21;250,33;161,17;1,55;0,77;32017,00;200,46;0,75;0,99;0,88;0,80;0,01;0,00;0,64;1,00;DERMASON
31563,00;662,80;254,57;158,41;1,61;0,78;31936,00;200,47;0,78;0,99;0,90;0,79;0,01;0,00;0,62;1,00;DERMASON
31579,00;736,51;250,33;161,28;1,55;0,76;32458,00;200,52;0,69;0,97;0,73;0,80;0,01;0,00;0,64;1,00;DERMASON
31586,00;662,21;248,81;162,35;1,53;0,76;31982,00;200,54;0,71;0,99;0,91;0,81;0,01;0,00;0,65;1,00;DERMASON
31590,00;649,12;235,06;171,34;1,37;0,68;31908,00;200,55;0,75;0,99;0,94;0,85;0,01;0,00;0,73;1,00;DERMASON
31600,00;652,99;240,26;167,71;1,43;0,72;31941,00;200,59;0,72;0,99;0,93;0,83;0,01;0,00;0,70;1,00;DERMASON
31601,00;653,39;238,52;169,03;1,41;0,71;31916,00;200,59;0,79;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31601,00;666,53;254,71;158,56;1,61;0,78;31971,00;200,59;0,79;0,99;0,89;0,79;0,01;0,00;0,62;1,00;DERMASON
31604,00;663,95;240,63;167,64;1,44;0,72;32036,00;200,60;0,78;0,99;0,90;0,83;0,01;0,00;0,69;1,00;DERMASON
31608,00;664,01;240,69;167,72;1,44;0,72;31977,00;200,61;0,70;0,99;0,90;0,83;0,01;0,00;0,69;1,00;DERMASON
31611,00;655,40;247,57;163,13;1,52;0,75;31879,00;200,62;0,80;0,99;0,92;0,81;0,01;0,00;0,66;1,00;DERMASON
31612,00;665,69;239,96;168,24;1,43;0,71;32011,00;200,62;0,80;0,99;0,90;0,84;0,01;0,00;0,70;1,00;DERMASON
31618,00;661,61;244,57;165,25;1,48;0,74;32023,00;200,64;0,78;0,99;0,91;0,82;0,01;0,00;0,67;1,00;DERMASON
31619,00;656,82;240,37;167,80;1,43;0,72;31992,00;200,65;0,78;0,99;0,92;0,83;0,01;0,00;0,70;1,00;DERMASON
31622,00;659,51;251,44;160,45;1,57;0,77;31880,00;200,65;0,80;0,99;0,91;0,80;0,01;0,00;0,64;1,00;DERMASON
31628,00;669,98;256,59;157,37;1,63;0,79;32006,00;200,67;0,67;0,99;0,89;0,78;0,01;0,00;0,61;1,00;DERMASON
31629,00;662,68;255,96;157,69;1,62;0,79;31942,00;200,68;0,75;0,99;0,91;0,78;0,01;0,00;0,61;1,00;DERMASON
31634,00;654,54;239,68;168,39;1,42;0,71;31937,00;200,69;0,75;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31637,00;671,32;255,25;158,39;1,61;0,78;32075,00;200,70;0,72;0,99;0,88;0,79;0,01;0,00;0,62;1,00;DERMASON
31639,00;669,45;243,23;165,94;1,47;0,73;32137,00;200,71;0,77;0,98;0,89;0,83;0,01;0,00;0,68;1,00;DERMASON
31639,00;663,31;256,06;157,54;1,63;0,79;31947,00;200,71;0,75;0,99;0,90;0,78;0,01;0,00;0,61;1,00;DERMASON
31644,00;662,47;245,64;164,85;1,49;0,74;32069,00;200,72;0,79;0,99;0,91;0,82;0,01;0,00;0,67;0,99;DERMASON
31649,00;657,73;239,77;168,54;1,42;0,71;32010,00;200,74;0,78;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31651,00;658,45;251,74;160,32;1,57;0,77;31936,00;200,75;0,75;0,99;0,92;0,80;0,01;0,00;0,64;1,00;DERMASON
31652,00;681,40;237,64;170,27;1,40;0,70;32135,00;200,75;0,79;0,98;0,86;0,84;0,01;0,00;0,71;1,00;DERMASON
31654,00;662,91;248,04;163,06;1,52;0,75;32014,00;200,76;0,77;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31656,00;656,17;248,31;162,59;1,53;0,76;31914,00;200,76;0,80;0,99;0,92;0,81;0,01;0,00;0,65;1,00;DERMASON
31657,00;658,62;245,21;164,90;1,49;0,74;32029,00;200,77;0,78;0,99;0,92;0,82;0,01;0,00;0,67;1,00;DERMASON
31658,00;655,92;243,35;166,20;1,46;0,73;31963,00;200,77;0,71;0,99;0,92;0,83;0,01;0,00;0,68;1,00;DERMASON
31659,00;654,59;244,34;165,29;1,48;0,74;31959,00;200,77;0,73;0,99;0,93;0,82;0,01;0,00;0,68;1,00;DERMASON
31662,00;653,78;239,90;168,42;1,42;0,71;32034,00;200,78;0,80;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31663,00;663,26;254,37;158,73;1,60;0,78;31940,00;200,78;0,71;0,99;0,90;0,79;0,01;0,00;0,62;1,00;DERMASON
31663,00;664,15;249,14;162,51;1,53;0,76;32076,00;200,78;0,77;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31667,00;654,11;244,44;165,28;1,48;0,74;31918,00;200,80;0,79;0,99;0,93;0,82;0,01;0,00;0,67;1,00;DERMASON
31675,00;664,88;246,63;164,16;1,50;0,75;32032,00;200,82;0,73;0,99;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31675,00;653,57;233,57;173,14;1,35;0,67;32010,00;200,82;0,79;0,99;0,93;0,86;0,01;0,00;0,74;1,00;DERMASON
31684,00;664,99;251,29;161,21;1,56;0,77;32069,00;200,85;0,74;0,99;0,90;0,80;0,01;0,00;0,64;1,00;DERMASON
31689,00;665,12;244,33;165,70;1,47;0,73;32068,00;200,87;0,76;0,99;0,90;0,82;0,01;0,00;0,68;1,00;DERMASON
31692,00;658,62;246,99;163,55;1,51;0,75;31994,00;200,88;0,79;0,99;0,92;0,81;0,01;0,00;0,66;1,00;DERMASON
31701,00;645,00;228,26;177,07;1,29;0,63;31990,00;200,91;0,80;0,99;0,96;0,88;0,01;0,00;0,77;1,00;DERMASON
31706,00;655,58;239,02;169,25;1,41;0,71;32019,00;200,92;0,81;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31707,00;667,61;256,11;158,27;1,62;0,79;32127,00;200,92;0,71;0,99;0,89;0,78;0,01;0,00;0,62;1,00;DERMASON
31719,00;657,97;240,65;168,23;1,43;0,72;32040,00;200,96;0,73;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31719,00;653,39;241,83;167,22;1,45;0,72;31962,00;200,96;0,73;0,99;0,93;0,83;0,01;0,00;0,69;1,00;DERMASON
31720,00;660,86;248,00;163,24;1,52;0,75;32056,00;200,97;0,70;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31725,00;658,80;235,02;172,77;1,36;0,68;32092,00;200,98;0,77;0,99;0,92;0,86;0,01;0,00;0,73;0,99;DERMASON
31738,00;662,05;247,82;163,62;1,51;0,75;32075,00;201,02;0,73;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31745,00;660,53;251,45;161,04;1,56;0,77;32091,00;201,04;0,81;0,99;0,91;0,80;0,01;0,00;0,64;1,00;DERMASON
31746,00;661,68;241,97;167,46;1,44;0,72;32126,00;201,05;0,72;0,99;0,91;0,83;0,01;0,00;0,69;1,00;DERMASON
31746,00;669,00;242,50;167,58;1,45;0,72;32134,00;201,05;0,70;0,99;0,89;0,83;0,01;0,00;0,69;0,99;DERMASON
31751,00;661,72;247,78;163,86;1,51;0,75;32145,00;201,06;0,73;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31757,00;655,89;240,66;168,48;1,43;0,71;32129,00;201,08;0,73;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31760,00;661,25;243,68;166,85;1,46;0,73;32082,00;201,09;0,72;0,99;0,91;0,83;0,01;0,00;0,68;0,99;DERMASON
31762,00;662,12;248,18;163,57;1,52;0,75;32109,00;201,10;0,71;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31763,00;676,73;261,07;155,38;1,68;0,80;32148,00;201,10;0,77;0,99;0,87;0,77;0,01;0,00;0,59;1,00;DERMASON
31768,00;666,53;247,98;164,27;1,51;0,75;32247,00;201,12;0,72;0,99;0,90;0,81;0,01;0,00;0,66;0,99;DERMASON
31771,00;650,15;237,76;170,56;1,39;0,70;32042,00;201,13;0,81;0,99;0,94;0,85;0,01;0,00;0,72;1,00;DERMASON
31778,00;660,05;247,44;163,83;1,51;0,75;32053,00;201,15;0,71;0,99;0,92;0,81;0,01;0,00;0,66;1,00;DERMASON
31783,00;655,76;240,45;168,70;1,43;0,71;32212,00;201,17;0,80;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31785,00;663,77;239,90;169,10;1,42;0,71;32237,00;201,17;0,78;0,99;0,91;0,84;0,01;0,00;0,70;1,00;DERMASON
31786,00;669,27;255,58;158,69;1,61;0,78;32177,00;201,17;0,74;0,99;0,89;0,79;0,01;0,00;0,62;1,00;DERMASON
31790,00;662,57;246,80;164,56;1,50;0,75;32139,00;201,19;0,71;0,99;0,91;0,82;0,01;0,00;0,66;1,00;DERMASON
31794,00;670,64;247,67;163,75;1,51;0,75;32247,00;201,20;0,77;0,99;0,89;0,81;0,01;0,00;0,66;1,00;DERMASON
31795,00;664,70;247,73;163,86;1,51;0,75;32232,00;201,20;0,73;0,99;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31797,00;656,83;233,39;174,08;1,34;0,67;32174,00;201,21;0,78;0,99;0,93;0,86;0,01;0,00;0,74;1,00;DERMASON
31806,00;660,09;242,29;167,51;1,45;0,72;32220,00;201,24;0,76;0,99;0,92;0,83;0,01;0,00;0,69;1,00;DERMASON
31815,00;674,08;248,14;164,62;1,51;0,75;32448,00;201,27;0,80;0,98;0,88;0,81;0,01;0,00;0,66;0,99;DERMASON
31818,00;670,76;247,11;164,24;1,50;0,75;32215,00;201,28;0,71;0,99;0,89;0,81;0,01;0,00;0,66;1,00;DERMASON
31824,00;665,26;249,03;163,05;1,53;0,76;32181,00;201,29;0,78;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31829,00;658,67;232,22;175,03;1,33;0,66;32282,00;201,31;0,74;0,99;0,92;0,87;0,01;0,00;0,75;1,00;DERMASON
31834,00;649,59;235,24;172,74;1,36;0,68;32165,00;201,33;0,79;0,99;0,95;0,86;0,01;0,00;0,73;1,00;DERMASON
31838,00;658,14;234,44;173,38;1,35;0,67;32239,00;201,34;0,74;0,99;0,92;0,86;0,01;0,00;0,74;1,00;DERMASON
31845,00;679,81;246,95;164,37;1,50;0,75;32393,00;201,36;0,75;0,98;0,87;0,82;0,01;0,00;0,66;1,00;DERMASON
31846,00;657,51;238,91;170,00;1,41;0,70;32189,00;201,36;0,74;0,99;0,93;0,84;0,01;0,00;0,71;1,00;DERMASON
31850,00;655,79;245,39;165,78;1,48;0,74;32201,00;201,38;0,78;0,99;0,93;0,82;0,01;0,00;0,67;1,00;DERMASON
31851,00;662,15;236,69;171,71;1,38;0,69;32275,00;201,38;0,73;0,99;0,91;0,85;0,01;0,00;0,72;1,00;DERMASON
31855,00;664,69;251,89;161,25;1,56;0,77;32169,00;201,39;0,72;0,99;0,91;0,80;0,01;0,00;0,64;1,00;DERMASON
31864,00;664,41;255,17;159,31;1,60;0,78;32187,00;201,42;0,80;0,99;0,91;0,79;0,01;0,00;0,62;1,00;DERMASON
31868,00;658,38;242,07;167,97;1,44;0,72;32219,00;201,43;0,71;0,99;0,92;0,83;0,01;0,00;0,69;1,00;DERMASON
31870,00;659,45;245,53;165,48;1,48;0,74;32159,00;201,44;0,78;0,99;0,92;0,82;0,01;0,00;0,67;1,00;DERMASON
31874,00;665,46;250,31;162,36;1,54;0,76;32199,00;201,45;0,70;0,99;0,90;0,80;0,01;0,00;0,65;1,00;DERMASON
31877,00;666,15;247,25;164,48;1,50;0,75;32245,00;201,46;0,78;0,99;0,90;0,81;0,01;0,00;0,66;1,00;DERMASON
31877,00;673,25;250,38;162,30;1,54;0,76;32271,00;201,46;0,72;0,99;0,88;0,80;0,01;0,00;0,65;1,00;DERMASON
31878,00;667,72;254,70;159,71;1,59;0,78;32212,00;201,47;0,76;0,99;0,90;0,79;0,01;0,00;0,63;1,00;DERMASON
31879,00;659,67;246,59;165,26;1,49;0,74;32178,00;201,47;0,81;0,99;0,92;0,82;0,01;0,00;0,67;1,00;DERMASON
31882,00;665,70;250,25;162,50;1,54;0,76;32220,00;201,48;0,71;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31884,00;666,00;249,53;163,40;1,53;0,76;32277,00;201,48;0,70;0,99;0,90;0,81;0,01;0,00;0,65;1,00;DERMASON
31884,00;665,10;248,65;163,55;1,52;0,75;32244,00;201,48;0,78;0,99;0,91;0,81;0,01;0,00;0,66;1,00;DERMASON
31890,00;660,66;250,42;162,52;1,54;0,76;32240,00;201,50;0,80;0,99;0,92;0,80;0,01;0,00;0,65;1,00;DERMASON
31890,00;661,98;243,00;167,30;1,45;0,73;32232,00;201,50;0,79;0,99;0,91;0,83;0,01;0,00;0,69;1,00;DERMASON
31894,00;674,11;241,64;168,42;1,43;0,72;32327,00;201,52;0,78;0,99;0,88;0,83;0,01;0,00;0,70;1,00;DERMASON
31901,00;659,00;240,87;169,15;1,42;0,71;32340,00;201,54;0,74;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31905,00;663,99;250,59;162,62;1,54;0,76;32220,00;201,55;0,75;0,99;0,91;0,80;0,01;0,00;0,65;1,00;DERMASON
31908,00;663,92;245,20;166,14;1,48;0,74;32287,00;201,56;0,76;0,99;0,91;0,82;0,01;0,00;0,68;1,00;DERMASON
31913,00;654,95;244,12;166,74;1,46;0,73;32221,00;201,58;0,74;0,99;0,93;0,83;0,01;0,00;0,68;1,00;DERMASON
31918,00;661,90;241,81;168,55;1,43;0,72;32297,00;201,59;0,76;0,99;0,92;0,83;0,01;0,00;0,70;1,00;DERMASON
31920,00;663,20;244,15;167,01;1,46;0,73;32314,00;201,60;0,80;0,99;0,91;0,83;0,01;0,00;0,68;1,00;DERMASON
31931,00;657,46;242,91;167,67;1,45;0,72;32244,00;201,63;0,72;0,99;0,93;0,83;0,01;0,00;0,69;1,00;DERMASON
31938,00;662,03;240,46;169,53;1,42;0,71;32357,00;201,65;0,74;0,99;0,92;0,84;0,01;0,00;0,70;1,00;DERMASON
31942,00;671,66;252,93;161,67;1,56;0,77;32386,00;201,67;0,81;0,99;0,89;0,80;0,01;0,00;0,64;0,99;DERMASON
31945,00;656,15;234,98;173,25;1,36;0,68;32280,00;201,68;0,77;0,99;0,93;0,86;0,01;0,00;0,74;1,00;DERMASON
31947,00;659,25;247,19;164,76;1,50;0,75;32265,00;201,68;0,78;0,99;0,92;0,82;0,01;0,00;0,67;1,00;DERMASON
31953,00;662,34;245,42;166,17;1,48;0,74;32346,00;201,70;0,72;0,99;0,92;0,82;0,01;0,00;0,68;1,00;DERMASON
31954,00;658,23;240,24;169,72;1,42;0,71;32359,00;201,71;0,72;0,99;0,93;0,84;0,01;0,00;0,70;1,00;DERMASON
31958,00;681,22;261,39;156,15;1,67;0,80;32425,00;201,72;0,74;0,99;0,87;0,77;0,01;0,00;0,60;1,00;DERMASON
31960,00;673,38;252,84;161,67;1,56;0,77;32417,00;201,72;0,72;0,99;0,89;0,80;0,01;0,00;0,64;1,00;DERMASON
31966,00;660,18;230,47;177,25;1,30;0,64;32322,00;201,74;0,74;0,99;0,92;0,88;0,01;0,00;0,77;1,00;DERMASON
31966,00;698,59;252,47;161,81;1,56;0,77;32644,00;201,74;0,74;0,98;0,82;0,80;0,01;0,00;0,64;1,00;DERMASON
